label=QoSThread-40ms intervalMs=40.000 duration=3600.000s
t(ms),dt(ms)
56638.195,45.074
56683.245,45.049
56728.359,45.114
56769.326,40.968
56813.125,43.799
56858.177,45.052
56903.163,44.985
56948.283,45.121
56993.332,45.048
57036.964,43.633
57082.035,45.070
57127.090,45.055
57172.133,45.043
57217.219,45.086
57262.341,45.122
57307.398,45.057
57352.461,45.063
57393.124,40.663
57438.180,45.056
57483.250,45.071
57528.364,45.114
57573.429,45.065
57618.542,45.113
57663.595,45.052
57708.647,45.053
57753.789,45.142
57798.857,45.068
57843.911,45.054
57888.982,45.072
57934.050,45.067
57979.170,45.120
58024.337,45.167
58069.379,45.042
58114.451,45.072
58159.574,45.123
58200.569,40.995
58245.621,45.052
58290.679,45.058
58335.749,45.070
58380.800,45.051
58425.844,45.045
58470.914,45.070
58515.995,45.081
58561.116,45.121
58606.160,45.045
58651.205,45.044
58696.253,45.048
58741.300,45.046
58786.376,45.076
58831.497,45.121
58876.605,45.109
58921.648,45.043
58966.691,45.043
59011.768,45.077
59055.705,43.937
59100.752,45.047
59145.814,45.062
59190.944,45.130
59236.006,45.062
59281.124,45.117
59326.178,45.054
59371.232,45.054
59416.356,45.124
59456.993,40.637
59502.107,45.114
59543.681,41.574
59588.736,45.055
59633.852,45.116
59678.915,45.063
59723.962,45.046
59769.015,45.054
59813.125,44.110
59858.198,45.072
59903.121,44.924
59948.173,45.052
59993.216,45.043
60038.322,45.106
60085.853,47.531
60130.974,45.121
60176.103,45.129
60221.160,45.057
60266.239,45.080
60311.285,45.046
60356.333,45.047
60401.428,45.096
60444.426,42.998
60488.717,44.291
60533.776,45.060
60578.868,45.092
60623.917,45.049
60669.030,45.112
60714.111,45.082
60759.248,45.137
60803.124,43.876
60848.179,45.055
60893.295,45.116
60938.415,45.120
60979.657,41.242
61021.713,42.056
61064.753,43.040
61109.424,44.671
61151.618,42.195
61196.675,45.056
61241.799,45.124
61286.914,45.116
61332.229,45.315
61374.141,41.912
61419.288,45.146
61462.233,42.945
61507.308,45.075
61551.870,44.562
61596.956,45.086
61642.003,45.046
61687.129,45.126
61732.188,45.060
61777.313,45.125
61822.436,45.123
61867.491,45.054
61912.542,45.051
61957.653,45.111
62002.709,45.057
62047.826,45.117
62089.329,41.503
62134.387,45.058
62179.457,45.069
62224.519,45.062
62269.631,45.112
62314.688,45.057
62359.154,44.466
62403.125,43.971
62448.184,45.059
62493.232,45.048
62538.353,45.121
62583.420,45.067
62628.470,45.049
62673.525,45.056
62714.759,41.234
62759.827,45.068
62804.891,45.064
62849.969,45.078
62892.788,42.819
62937.901,45.113
62982.969,45.068
63028.052,45.083
63073.101,45.050
63114.544,41.443
63159.605,45.061
63204.674,45.069
63245.766,41.091
63290.840,45.074
63333.122,42.282
63378.178,45.056
63423.126,44.948
63468.198,45.073
63513.325,45.127
63558.448,45.123
63600.485,42.036
63644.255,43.770
63689.379,45.124
